Gene_Id	Chr	Start	End	Length	Reads	TPM	ExonLength	ExonReads	ExonTPM	IntronLength	IntronReads	IntronTPM	UniqueLength	UniqueReads	UniqueTPM	UniqueExonLength	UniqueExonReads	UniqueExonTPM	UniqueIntronLength	UniqueIntronReads	UniqueIntronTPM
YJL134W	X	158187	159416	1230	1123	75.1338	1230	1123	68.5124	0	0	0	1223	1123	77.1928	1223	1123	68.8445	0	0	0
YJL133C-A	X	159622	159846	225	2171	794.032	225	2171	724.056	0	0	0	225	2171	811.15	225	2171	723.425	0	0	0
YJL133W	X	160618	161562	945	470	40.9286	945	470	37.3216	0	0	0	945	470	41.8109	945	470	37.2891	0	0	0
YJL132W	X	161913	164165	2253	112	4.09089	2253	112	3.73037	0	0	0	2253	112	4.17908	2253	112	3.72712	0	0	0
YJL131C	X	164277	165347	1071	380	29.1981	1071	380	26.6249	0	0	0	1071	380	29.8276	1071	380	26.6017	0	0	0
YJL130C	X	165722	172366	6645	16481	204.103	6645	16481	186.116	0	0	0	6645	16481	208.503	6645	16481	185.954	0	0	0
YJL129C	X	173598	177305	3708	1210	26.8538	3708	1210	24.4873	0	0	0	3708	1210	27.4327	3708	1210	24.4659	0	0	0
YJL128C	X	178096	180102	2007	875	35.8774	2007	875	32.7156	0	0	0	2007	875	36.6509	2007	875	32.6871	0	0	0
YJL127W-A	X	180193	180309	117	93	65.4121	117	93	59.6474	0	0	0	117	93	66.8222	117	93	59.5954	0	0	0
YJL127C-B	X	181550	181708	159	397	205.473	159	397	187.365	0	0	0	159	397	209.902	159	397	187.202	0	0	0
YJL127C	X	182297	184219	1923	383	16.39	1923	383	14.9456	0	0	0	1923	383	16.7434	1923	383	14.9326	0	0	0
YJL126W	X	184500	185423	924	263	23.4231	924	263	21.3589	0	0	0	924	263	23.9281	924	263	21.3403	0	0	0
YJL125C	X	185527	186678	1152	902	64.434	1152	902	58.7555	0	0	0	1152	902	65.823	1152	902	58.7043	0	0	0
YJL124C	X	187125	187643	519	954	151.266	519	954	137.935	0	0	0	519	954	154.527	519	954	137.815	0	0	0
YJL123C	X	188003	189439	1437	1806	103.424	1437	1806	94.3095	0	0	0	1437	1806	105.654	1437	1806	94.2274	0	0	0
YJL122W	X	189715	190242	528	805	125.465	528	805	114.408	0	0	0	528	805	128.17	528	805	114.308	0	0	0
YJL121C	X	190373	191089	717	1285	147.484	717	1285	134.486	0	0	0	648	1284	166.576	648	1284	148.561	0	0	0
YJL120W	X	191021	191344	324	200	50.7979	324	200	46.3212	0	0	0	255	12	3.95608	255	12	3.52823	0	0	0
YJL119C	X	191571	191894	324	98	24.891	324	98	22.6974	0	0	0	67	15	18.8209	67	15	16.7854	0	0	0
YJL118W	X	191638	192297	660	180	22.4434	660	180	20.4655	0	0	0	403	111	23.1548	403	111	20.6507	0	0	0
YJL117W	X	192530	193465	936	1273	111.921	936	1273	102.058	0	0	0	936	1273	114.334	936	1273	101.969	0	0	0
YJL116C	X	193859	194872	1014	228	18.5037	1014	228	16.873	0	0	0	1014	228	18.9026	1014	228	16.8583	0	0	0
YJL115W	X	196286	197125	840	941	92.1873	840	941	84.063	0	0	0	840	941	94.1746	840	941	83.9898	0	0	0
tA(AGC)J	X	197312	197384	73	2	2.25459	73	2	2.0559	0	0	0	73	2	2.3032	73	2	2.05411	0	0	0
YJL114W	X	197914	198594	681	7	0.845886	681	7	0.771339	0	0	0	681	7	0.864121	681	7	0.770667	0	0	0
YJL113W	X	198677	203324	4648	107	1.89443	4647	107	1.72785	0	0	0	4647	107	1.93569	4647	107	1.72634	0	0	0
YJL112W	X	205304	207448	2145	1042	39.9762	2145	1042	36.4531	0	0	0	2145	1042	40.838	2145	1042	36.4214	0	0	0
YJL111W	X	207876	209528	1653	3024	150.546	1653	3024	137.279	0	0	0	1653	3024	153.792	1653	3024	137.159	0	0	0
YJL110C	X	209921	211576	1656	590	29.3192	1656	590	26.7354	0	0	0	1656	590	29.9513	1656	590	26.7121	0	0	0
YJL109C	X	211999	217308	5310	3196	49.5305	5310	3196	45.1655	0	0	0	5310	3196	50.5983	5310	3196	45.1261	0	0	0
YJL108C	X	217704	218855	1152	441	31.5026	1152	441	28.7264	0	0	0	1148	440	32.2207	1148	440	28.736	0	0	0
YJL107C	X	218852	220015	1164	354	25.0271	1164	354	22.8215	0	0	0	1160	353	25.5823	1160	353	22.8156	0	0	0
YJL106W	X	221389	223326	1938	76	3.22716	1938	76	2.94276	0	0	0	1938	76	3.29673	1938	76	2.94019	0	0	0
YJL105W	X	225054	226736	1683	139	6.7966	1683	139	6.19763	0	0	0	1683	139	6.94311	1683	139	6.19222	0	0	0
YJL104W	X	227326	227775	450	943	172.449	450	943	157.251	0	0	0	450	943	176.166	450	943	157.114	0	0	0
snR37	X	228093	228478	386	57	12.152	386	57	11.0811	0	0	0	386	57	12.414	386	57	11.0714	0	0	0
YJL103C	X	229024	230880	1857	267	11.8321	1857	267	10.7893	0	0	0	1857	267	12.0871	1857	267	10.7799	0	0	0
YJL102W	X	231300	233759	2460	674	22.5468	2460	674	20.5598	0	0	0	2460	674	23.0329	2460	674	20.5419	0	0	0
YJL101C	X	234319	236355	2037	2208	89.2008	2037	2208	81.3397	0	0	0	2037	2208	91.1238	2037	2208	81.2688	0	0	0
YJL100W	X	237262	239085	1824	526	23.7313	1824	526	21.6399	0	0	0	1824	526	24.2429	1824	526	21.6211	0	0	0
YJL099W	X	239413	241653	2241	431	15.8269	2241	431	14.4321	0	0	0	2241	431	16.1681	2241	431	14.4195	0	0	0
YJL098W	X	242081	245257	3177	1063	27.5345	3177	1063	25.1079	0	0	0	3177	1063	28.1281	3177	1063	25.086	0	0	0
YJL097W	X	245590	246243	654	1004	126.333	654	1004	115.199	0	0	0	654	1004	129.056	654	1004	115.099	0	0	0
YJL096W	X	246489	246974	486	786	133.09	486	786	121.361	0	0	0	486	786	135.96	486	786	121.256	0	0	0
YJL095W	X	247254	251690	4437	726	13.465	4437	726	12.2784	0	0	0	4437	726	13.7553	4437	726	12.2677	0	0	0
YJL094C	X	251820	254441	2622	825	25.893	2622	825	23.6111	0	0	0	2622	825	26.4512	2622	825	23.5905	0	0	0
YJL093C	X	254736	256811	2076	683	27.0741	2076	683	24.6881	0	0	0	2076	683	27.6578	2076	683	24.6666	0	0	0
YJL092W	X	257422	260946	3525	926	21.6179	3525	926	19.7127	0	0	0	3525	926	22.0839	3525	926	19.6955	0	0	0
YJL091C	X	261079	262551	1473	670	37.4311	1473	670	34.1324	0	0	0	1473	670	38.238	1473	670	34.1026	0	0	0
YJL090C	X	262756	265050	2295	404	14.4864	2295	404	13.2097	0	0	0	2295	404	14.7987	2295	404	13.1982	0	0	0
YJL089W	X	265925	268414	2490	125	4.13115	2490	125	3.76708	0	0	0	2490	125	4.22021	2490	125	3.7638	0	0	0
YJL088W	X	268798	269814	1017	5424	438.894	1017	5424	400.215	0	0	0	1017	5424	448.355	1017	5424	399.866	0	0	0
YJL087C	X	270001	272484	2484	671	22.2296	2484	671	20.2706	0	0	0	2476	668	22.6803	2476	668	20.2275	0	0	0
YJL086C	X	272477	272845	369	74	16.5031	369	74	15.0487	0	0	0	341	64	15.7779	341	64	14.0715	0	0	0
YJL085W	X	272826	274697	1872	546	24.002	1872	546	21.8868	0	0	0	1852	546	24.7842	1852	546	22.1038	0	0	0
YJL084C	X	274861	278001	3141	445	11.6588	3141	445	10.6313	0	0	0	3141	445	11.9101	3141	445	10.622	0	0	0
YJL083W	X	278840	280654	1815	165	7.48115	1815	165	6.82185	0	0	0	1815	165	7.64242	1815	165	6.8159	0	0	0
YJL082W	X	281184	283379	2196	675	25.2949	2196	675	23.0657	0	0	0	2196	675	25.8402	2196	675	23.0456	0	0	0
YJL081C	X	283801	285270	1470	1120	62.6991	1470	1120	57.1736	0	0	0	1470	1120	64.0508	1470	1120	57.1237	0	0	0
YJL080C	X	285557	289225	3669	3736	83.7954	3669	3736	76.4106	0	0	0	3669	3736	85.6018	3669	3736	76.344	0	0	0
YJL079C	X	289874	290773	900	806	73.6976	900	806	67.2028	0	0	0	900	806	75.2863	900	806	67.1442	0	0	0
YJL078C	X	291335	293980	2646	1652	51.3784	2646	1652	46.8506	0	0	0	2646	1652	52.486	2646	1652	46.8097	0	0	0
YJL077W-B	X	294046	294144	99	33	27.4309	99	33	25.0134	0	0	0	99	33	28.0222	99	33	24.9916	0	0	0
YJL077C	X	294665	295060	396	212	44.0556	396	212	40.1731	0	0	0	309	201	54.6841	309	201	48.7701	0	0	0
YJL077W-A	X	294798	294884	87	106	100.265	87	106	91.4284	0	0	0	0	0	0	0	0	0	0	0	0
YJL076W	X	295244	298813	3570	2216	51.0813	3570	2216	46.5796	0	0	0	3215	2026	52.9764	3215	2026	47.247	0	0	0
YJL075C	X	298459	298875	417	261	51.5069	417	261	46.9677	0	0	0	62	35	47.457	62	35	42.3246	0	0	0
YJL074C	X	299156	302848	3693	942	20.991	3693	942	19.1411	0	0	0	3693	942	21.4435	3693	942	19.1244	0	0	0
YJL073W	X	303180	305117	1938	672	28.5349	1938	672	26.0202	0	0	0	1938	672	29.15	1938	672	25.9975	0	0	0
YJL072C	X	305220	305861	642	326	41.7872	642	326	38.1046	0	0	0	642	326	42.688	642	326	38.0714	0	0	0
YJL071W	X	306131	307855	1725	733	34.9684	1725	733	31.8867	0	0	0	1725	733	35.7222	1725	733	31.8589	0	0	0
YJL070C	X	307970	310636	2667	299	9.2259	2667	299	8.41284	0	0	0	2667	299	9.42479	2667	299	8.40551	0	0	0
YJL069C	X	310921	312705	1785	1288	59.3798	1785	1288	54.1467	0	0	0	1785	1288	60.6598	1785	1288	54.0995	0	0	0
YJL068C	X	313015	313914	900	430	39.3176	900	430	35.8526	0	0	0	900	430	40.1652	900	430	35.8214	0	0	0
YJL067W	X	314083	314433	351	201	47.1248	351	201	42.9718	0	0	0	30	41	114.891	30	41	102.466	0	0	0
YJL066C	X	314113	314871	759	432	46.8385	759	432	42.7107	0	0	0	438	307	58.9234	438	307	52.5509	0	0	0
YJL065C	X	315053	315556	504	265	43.2689	504	265	39.4557	0	0	0	121	85	59.0551	121	85	52.6683	0	0	0
YJL064W	X	315174	315569	396	208	43.2244	396	208	39.4151	0	0	0	13	9	58.2	13	9	51.9057	0	0	0
YJL063C	X	315758	316474	717	968	111.101	717	968	101.31	0	0	0	717	968	113.496	717	968	101.221	0	0	0
YJL062W-A	X	316722	316979	258	494	157.568	258	494	143.682	0	0	0	258	494	160.965	258	494	143.557	0	0	0
YJL062W	X	317283	319775	2493	912	30.1046	2493	912	27.4516	0	0	0	2493	912	30.7536	2493	912	27.4276	0	0	0
YJL061W	X	320015	322156	2142	1135	43.6051	2142	1135	39.7623	0	0	0	2142	1135	44.5451	2142	1135	39.7276	0	0	0
YJL060W	X	323385	324719	1335	2391	147.387	1335	2391	134.398	0	0	0	1335	2391	150.564	1335	2391	134.281	0	0	0
YJL059W	X	324963	326189	1227	294	19.718	1227	294	17.9803	0	0	0	1227	294	20.1431	1227	294	17.9647	0	0	0
YJL058C	X	326241	327872	1632	213	10.7404	1632	213	9.79386	0	0	0	1632	213	10.9719	1632	213	9.78533	0	0	0
YJL057C	X	328117	330120	2004	399	16.3846	2004	399	14.9407	0	0	0	2004	399	16.7378	2004	399	14.9276	0	0	0
YJL056C	X	330430	333072	2643	316	9.83899	2643	316	8.9719	0	0	0	2643	316	10.0511	2643	316	8.96408	0	0	0
YJL055W	X	333356	334093	738	1144	127.565	738	1144	116.323	0	0	0	738	1144	130.315	738	1144	116.221	0	0	0
YJL054W	X	334264	335700	1437	1333	76.3368	1437	1333	69.6094	0	0	0	1437	1333	77.9825	1437	1333	69.5488	0	0	0
YJL053W	X	335897	337036	1140	459	33.1336	1140	459	30.2136	0	0	0	1140	459	33.8479	1140	459	30.1873	0	0	0
YJL052C-A	X	337883	338002	120	3	2.05731	120	3	1.87601	0	0	0	120	3	2.10167	120	3	1.87437	0	0	0
YJL052W	X	338270	339268	999	1655	136.331	999	1655	124.316	0	0	0	999	1655	139.27	999	1655	124.208	0	0	0
YJL051W	X	339786	342254	2469	633	21.0981	2469	633	19.2388	0	0	0	2469	633	21.5529	2469	633	19.222	0	0	0
YJL050W	X	342521	345742	3222	2293	58.5652	3222	2293	53.4039	0	0	0	3222	2293	59.8277	3222	2293	53.3574	0	0	0
YJL049W	X	345972	347324	1353	467	28.404	1353	467	25.9008	0	0	0	1353	467	29.0163	1353	467	25.8783	0	0	0
YJL048C	X	347446	348636	1191	999	69.0263	1191	999	62.9431	0	0	0	1191	999	70.5143	1191	999	62.8883	0	0	0
YJL047C-A	X	349043	349177	135	17	10.3628	135	17	9.44952	0	0	0	86	13	12.7077	86	13	11.3334	0	0	0
snR60	X	349129	349232	104	16	12.6604	104	16	11.5447	0	0	0	55	11	16.8133	55	11	14.995	0	0	0
YJL047C	X	349579	352107	2529	295	9.59918	2529	295	8.75322	0	0	0	2529	295	9.80611	2529	295	8.74559	0	0	0
YJL046W	X	352385	353614	1230	527	35.2587	1230	527	32.1514	0	0	0	1230	527	36.0188	1230	527	32.1234	0	0	0
YJL045W	X	356023	357927	1905	110	4.7518	1905	110	4.33304	0	0	0	1905	110	4.85424	1905	110	4.32926	0	0	0
YJL044C	X	358299	359675	1377	730	43.6264	1377	730	39.7817	0	0	0	1377	730	44.5669	1377	730	39.7471	0	0	0
YJL043W	X	360129	360902	774	10	1.06321	774	10	0.969513	0	0	0	774	10	1.08613	774	10	0.968668	0	0	0
YJL042W	X	361248	365444	4197	1428	27.9995	4197	1428	25.5319	0	0	0	4197	1428	28.6031	4197	1428	25.5097	0	0	0
YJL041W	X	365783	368372	2590	1414	44.9273	2472	1414	42.9235	118	5	317.629	2590	1414	45.8958	2472	1414	42.8861	118	5	314.513
YJL039C	X	368747	373798	5052	1894	30.8516	5052	1894	28.1327	0	0	0	5052	1894	31.5167	5052	1894	28.1082	0	0	0
YJL038C	X	375114	375773	660	86	10.723	660	86	9.77798	0	0	0	660	86	10.9541	660	86	9.76946	0	0	0
YJL037W	X	376661	377335	675	28	3.41362	675	28	3.11278	0	0	0	675	28	3.48721	675	28	3.11007	0	0	0
tV(AAC)J	X	378359	378432	74	3	3.33619	74	3	3.04217	0	0	0	74	3	3.40811	74	3	3.03952	0	0	0
YJL036W	X	378824	380095	1272	557	36.0354	1272	557	32.8596	0	0	0	1272	557	36.8122	1272	557	32.831	0	0	0
YJL035C	X	380248	381000	753	259	28.3052	753	259	25.8107	0	0	0	753	259	28.9153	753	259	25.7882	0	0	0
YJL034W	X	381326	383374	2049	9038	362.987	2049	9038	330.998	0	0	0	2049	9038	370.812	2049	9038	330.709	0	0	0
YJL033W	X	383836	386148	2313	1291	45.9316	2313	1291	41.8837	0	0	0	2313	1291	46.9218	2313	1291	41.8472	0	0	0
YJL032W	X	386347	386661	315	191	49.8981	315	191	45.5006	0	0	0	20	8	33.6267	20	8	29.99	0	0	0
YJL031C	X	386367	387437	1071	730	56.0911	984	730	55.6701	87	17	1464.74	776	612	66.3	689	612	66.596	87	17	1450.38
YJL030W	X	387656	388246	591	392	54.5832	591	392	49.7729	0	0	0	591	392	55.7599	591	392	49.7296	0	0	0
YJL029C	X	388384	390852	2469	752	25.0644	2469	752	22.8555	0	0	0	2469	752	25.6047	2469	752	22.8356	0	0	0
tM(CAU)J1	X	391042	391114	73	2	2.25459	73	2	2.0559	0	0	0	73	2	2.3032	73	2	2.05411	0	0	0
YJL028W	X	391310	391645	336	5	1.22459	336	5	1.11667	0	0	0	336	5	1.25099	336	5	1.1157	0	0	0
YJL027C	X	391832	392248	417	2	0.394689	417	2	0.359906	0	0	0	417	2	0.403197	417	2	0.359592	0	0	0
YJL026W	X	392403	393602	1200	2064	141.543	1200	2064	129.069	0	0	0	978	1845	158.592	978	1845	141.44	0	0	0
YJL026C-A	X	393065	393286	222	466	172.74	222	466	157.517	0	0	0	0	0	0	0	0	0	0	0	0
YJL025W	X	393966	395510	1545	270	14.3812	1545	270	13.1138	0	0	0	1545	270	14.6913	1545	270	13.1024	0	0	0
YJL024C	X	395930	396591	662	480	59.6683	585	480	61.5715	77	2	194.702	662	480	60.9547	585	480	61.5179	77	2	192.793
YJL023C	X	397354	398397	1044	227	17.8931	1044	227	16.3162	0	0	0	754	188	20.9609	754	188	18.694	0	0	0
YJL022W	X	398108	398416	309	51	13.5823	309	51	12.3853	0	0	0	19	5	22.1228	19	5	19.7302	0	0	0
YJL020C	X	398936	402409	3474	1895	44.889	3474	1895	40.933	0	0	0	3216	1800	47.0522	3216	1800	41.9636	0	0	0
YJL020W-A	X	400980	401237	258	209	66.6634	258	209	60.7885	0	0	0	0	0	0	0	0	0	0	0	0
YJL019W	X	402896	404944	2049	500	20.0812	2049	500	18.3114	0	0	0	2049	500	20.5141	2049	500	18.2955	0	0	0
YJL016W	X	405587	407272	1686	523	25.5273	1686	523	23.2776	0	0	0	1554	494	26.7239	1554	494	23.8337	0	0	0
YJL015C	X	407141	407425	285	47	13.5711	285	47	12.3751	0	0	0	153	22	12.088	153	22	10.7807	0	0	0
YJL014W	X	407557	409161	1605	3687	189.042	1605	3687	172.382	0	0	0	1605	3687	193.118	1605	3687	172.232	0	0	0
YJL013C	X	409492	411039	1548	480	25.5171	1548	480	23.2683	0	0	0	1548	480	26.0672	1548	480	23.248	0	0	0
YJL012C	X	411233	413398	2166	1466	55.6976	2166	1466	50.7891	0	0	0	2166	1466	56.8983	2166	1466	50.7448	0	0	0
YJL011C	X	414284	414769	486	416	70.4398	486	416	64.232	0	0	0	486	416	71.9583	486	416	64.1761	0	0	0
tK(CUU)J	X	414965	415037	73	1	1.1273	73	1	1.02795	0	0	0	73	1	1.1516	73	1	1.02705	0	0	0
tW(CCA)J	X	415930	416035	106	1	0.776345	72	1	1.04223	34	1	220.472	106	1	0.793081	72	1	1.04132	34	1	218.309
YJL010C	X	417561	419561	2001	725	29.8162	2001	725	27.1885	0	0	0	2001	725	30.4589	2001	725	27.1648	0	0	0
YJL009W	X	419854	420180	327	519	130.611	327	519	119.101	0	0	0	102	115	94.781	102	115	84.5305	0	0	0
YJL008C	X	419956	421662	1707	3011	145.157	1707	3011	132.365	0	0	0	1482	2689	152.534	1482	2689	136.037	0	0	0
YJL007C	X	422697	423011	315	4	1.04499	315	4	0.952893	0	0	0	242	4	1.38953	242	4	1.23925	0	0	0
tM(CAU)J2	X	422936	423008	73	4	4.50918	73	4	4.1118	0	0	0	0	0	0	0	0	0	0	0	0
YJL006C	X	423137	424108	972	194	16.4247	972	194	14.9772	0	0	0	972	194	16.7787	972	194	14.9641	0	0	0
tL(UAA)J	X	424431	424514	84	6	5.87804	84	6	5.36002	0	0	0	84	6	6.00476	84	6	5.35535	0	0	0
YJL005W	X	425156	431236	6081	1553	21.0163	6081	1553	19.1642	0	0	0	6081	1553	21.4694	6081	1553	19.1475	0	0	0
YJL004C	X	431588	432199	612	433	58.2234	612	433	53.0922	0	0	0	612	433	59.4785	612	433	53.046	0	0	0
YJL003W	X	432643	432999	357	209	48.1769	357	209	43.9312	0	0	0	357	209	49.2155	357	209	43.8929	0	0	0
YJL002C	X	433220	434650	1431	3322	191.038	1431	3322	174.203	0	0	0	1431	3322	195.157	1431	3322	174.051	0	0	0
YJL001W	X	435162	435925	764	2238	241.061	648	2238	259.167	116	21	1357.04	764	2238	246.258	648	2238	258.941	116	21	1343.73
YJR001W	X	436801	438609	1809	2228	101.353	1809	2228	92.4211	0	0	0	1809	2228	103.538	1809	2228	92.3406	0	0	0
YJR002W	X	438864	440645	1782	1699	78.4597	1782	1699	71.5452	0	0	0	1782	1699	80.1511	1782	1699	71.4828	0	0	0
YJR003C	X	440993	442552	1560	602	31.7565	1560	602	28.9579	0	0	0	1560	602	32.4411	1560	602	28.9326	0	0	0
YJR004C	X	442908	444860	1953	297	12.5145	1953	297	11.4117	0	0	0	1953	297	12.7843	1953	297	11.4017	0	0	0
YJR005W	X	445922	448024	2103	841	32.9092	2103	841	30.009	0	0	0	2103	841	33.6187	2103	841	29.9828	0	0	0
YJR005C-A	X	448476	448757	282	7	2.04272	282	7	1.8627	0	0	0	282	7	2.08676	282	7	1.86108	0	0	0
YJR006W	X	449201	450664	1464	734	41.2587	1464	734	37.6227	0	0	0	1464	734	42.1482	1464	734	37.5899	0	0	0
YJR007W	X	451019	451933	915	1759	158.2	915	1759	144.258	0	0	0	915	1759	161.61	915	1759	144.132	0	0	0
YJR008W	X	452429	453445	1017	233	18.8537	1017	233	17.1921	0	0	0	1017	233	19.2601	1017	233	17.1771	0	0	0
YJR009C	X	453682	454680	999	48726	4013.8	999	48726	3660.07	0	0	0	999	48726	4100.33	999	48726	3656.88	0	0	0
YJR010W	X	456238	457773	1536	11020	590.407	1536	11020	538.375	0	0	0	1536	11020	603.134	1536	11020	537.906	0	0	0
YJR010C-A	X	458076	458360	285	278	80.2714	285	278	73.1972	0	0	0	285	278	82.0018	285	278	73.1334	0	0	0
YJR011C	X	458640	459425	786	323	33.8174	786	323	30.8372	0	0	0	786	323	34.5465	786	323	30.8103	0	0	0
YJR012C	X	459794	460417	624	212	27.9584	624	212	25.4945	0	0	0	587	157	22.4846	587	157	20.0529	0	0	0
YJR013W	X	460381	461592	1212	631	42.8438	1212	631	39.068	0	0	0	1175	630	45.074	1175	630	40.1993	0	0	0
YJR014W	X	461828	462424	597	947	130.538	597	947	119.034	0	0	0	597	947	133.352	597	947	118.93	0	0	0
YJR015W	X	462720	464252	1533	1425	76.4951	1533	1425	69.7537	0	0	0	1533	1425	78.1441	1533	1425	69.6929	0	0	0
YJR016C	X	464450	466207	1758	8843	413.944	1758	8843	377.464	0	0	0	1758	8843	422.868	1758	8843	377.135	0	0	0
YJR017C	X	466520	467032	513	801	128.492	513	801	117.168	0	0	0	265	421	133.555	265	421	119.111	0	0	0
YJR018W	X	466785	467147	363	499	113.124	363	499	103.155	0	0	0	115	34	24.8545	115	34	22.1665	0	0	0
YJR019C	X	467231	468280	1050	281	22.0231	1050	281	20.0822	0	0	0	769	217	23.7223	769	217	21.1568	0	0	0
YJR020W	X	468000	468332	333	84	20.7585	333	84	18.9291	0	0	0	52	8	12.9333	52	8	11.5346	0	0	0
YJR021C	X	468554	469578	1025	187	15.0134	945	187	14.8492	80	16	1499.21	1025	187	15.337	945	187	14.8363	80	16	1484.5
YJR022W	X	469783	470112	330	107	26.6828	330	107	24.3313	0	0	0	20	13	54.6433	20	13	48.7337	0	0	0
YJR023C	X	469803	470204	402	111	22.7226	402	111	20.7201	0	0	0	92	11	10.0514	92	11	8.96439	0	0	0
YJR024C	X	470229	470963	735	967	108.268	735	967	98.7265	0	0	0	735	967	110.602	735	967	98.6405	0	0	0
YJR025C	X	471137	471670	534	2196	338.417	534	2196	308.593	0	0	0	534	2196	345.712	534	2196	308.324	0	0	0
YJR026W	X	472759	474081	1323	6821	424.276	1323	6821	386.886	0	0	0	0	0	0	0	0	0	0	0	0
YJR027W	X	472759	478027	5269	25349	395.907	5268	25349	361.085	0	0	0	3946	19493	415.284	3946	19493	370.372	0	0	0
YJR028W	X	478343	479665	1323	4741	294.897	1323	4741	268.909	0	0	0	0	0	0	0	0	0	0	0	0
YJR029W	X	478343	483611	5269	22877	357.299	5268	22877	325.873	0	0	0	3946	18700	398.39	3946	18700	355.304	0	0	0
YJR030C	X	483958	486195	2238	570	20.9592	2238	570	19.1121	0	0	0	2238	570	21.4111	2238	570	19.0955	0	0	0
YJR031C	X	486585	490811	4227	879	17.1127	4227	879	15.6046	0	0	0	4227	879	17.4816	4227	879	15.591	0	0	0
YJR032W	X	491080	492261	1182	694	48.3173	1182	694	44.0592	0	0	0	1182	694	49.3589	1182	694	44.0208	0	0	0
YJR033C	X	492377	496450	4074	561	11.3319	4074	561	10.3332	0	0	0	4074	561	11.5762	4074	561	10.3242	0	0	0
YJR034W	X	496682	497008	327	277	69.7096	327	277	63.5663	0	0	0	327	277	71.2124	327	277	63.5109	0	0	0
YJR035W	X	497354	500611	3258	459	11.5937	3258	459	10.572	0	0	0	3258	459	11.8436	3258	459	10.5628	0	0	0
YJR036C	X	500712	503390	2679	537	16.4954	2679	537	15.0417	0	0	0	2389	524	18.4391	2389	524	16.4449	0	0	0
YJR037W	X	503101	503484	384	23	4.92898	384	23	4.4946	0	0	0	94	10	8.94326	94	10	7.97606	0	0	0
YJR038C	X	503709	504071	363	26	5.89424	363	26	5.37479	0	0	0	226	11	4.09174	226	11	3.64922	0	0	0
YJR039W	X	503935	507300	3366	254	6.20984	3366	254	5.66258	0	0	0	3229	236	6.14423	3229	236	5.47974	0	0	0
YJR040W	X	507745	510084	2340	744	26.1648	2340	744	23.859	0	0	0	2340	744	26.7289	2340	744	23.8382	0	0	0
YJR041C	X	510238	513762	3525	767	17.9059	3525	767	16.3279	0	0	0	3525	767	18.2919	3525	767	16.3137	0	0	0
YJR042W	X	514054	516288	2235	1703	62.7044	2235	1703	57.1784	0	0	0	2235	1703	64.0561	2235	1703	57.1285	0	0	0
YJR043C	X	516460	517512	1053	422	32.9796	1053	422	30.0731	0	0	0	1053	422	33.6905	1053	422	30.0469	0	0	0
YJR044C	X	518762	519184	423	862	167.698	423	862	152.919	0	0	0	423	862	171.313	423	862	152.786	0	0	0
YJR045C	X	519637	521601	1965	11131	466.157	1965	11131	425.076	0	0	0	1965	11131	476.206	1965	11131	424.705	0	0	0
YJR046W	X	522047	523861	1815	757	34.3226	1815	757	31.2978	0	0	0	1815	757	35.0625	1815	757	31.2705	0	0	0
tS(AGA)J	X	524011	524092	82	2	2.00714	82	2	1.83025	0	0	0	82	2	2.05041	82	2	1.82866	0	0	0
YJR047C	X	524907	525380	474	11	1.90974	474	11	1.74144	0	0	0	474	11	1.95091	474	11	1.73992	0	0	0
YJR048W	X	526334	526663	330	5429	1353.84	330	5429	1234.53	0	0	0	330	5429	1383.02	330	5429	1233.45	0	0	0
YJR049C	X	526883	528475	1593	496	25.6228	1593	496	23.3647	0	0	0	1593	496	26.1752	1593	496	23.3444	0	0	0
YJR050W	X	528696	529403	708	221	25.6874	708	221	23.4236	0	0	0	708	221	26.2411	708	221	23.4032	0	0	0
YJR051W	X	529860	531365	1506	640	34.9716	1506	640	31.8896	0	0	0	1506	640	35.7255	1506	640	31.8619	0	0	0
tG(GCC)J2	X	531827	531897	71	3	3.47715	71	3	3.17072	0	0	0	71	3	3.55211	71	3	3.16795	0	0	0
YJR052W	X	532061	533758	1698	536	25.9769	1698	536	23.6876	0	0	0	1698	536	26.5369	1698	536	23.667	0	0	0
YJR053W	X	534026	535750	1725	223	10.6384	1725	223	9.70086	0	0	0	1725	223	10.8677	1725	223	9.69241	0	0	0
YJR054W	X	536055	537548	1494	549	30.2401	1494	549	27.5751	0	0	0	1494	549	30.892	1494	549	27.551	0	0	0
YJR055W	X	538771	539265	495	146	24.2722	495	146	22.1331	0	0	0	495	146	24.7954	495	146	22.1138	0	0	0
tD(GUC)J4	X	541507	541578	72	3	3.42886	72	3	3.12668	0	0	0	72	3	3.50278	72	3	3.12395	0	0	0
YJR056C	X	541791	542501	711	167	19.3289	711	167	17.6255	0	0	0	711	167	19.7456	711	167	17.6101	0	0	0
YJR057W	X	544061	544711	651	382	48.2884	651	382	44.0329	0	0	0	651	382	49.3294	651	382	43.9945	0	0	0
YJR058C	X	544731	545174	444	307	56.9005	444	307	51.886	0	0	0	444	307	58.1272	444	307	51.8408	0	0	0
YJR059W	X	545786	548242	2457	999	33.4596	2457	999	30.5109	0	0	0	2457	999	34.1809	2457	999	30.4843	0	0	0
YJR060W	X	548758	549813	1056	421	32.8079	1056	421	29.9166	0	0	0	1056	421	33.5152	1056	421	29.8906	0	0	0
